(vai)	=aa	[__: be ~ed]
(vii)	=aa	[__: be ~ed]
(vai)	=a'adoo	[walk __]
(vti2)	=a'adoon	[follow ST's tracks]
(vta)	=a'azh	[follow SO's tracks]
(vai2)(AL/CS)	=a'am	[sing]
(vai)	=aa'amii	stride in walking
(vai)	=a'amii	[step]
(vai)	=a'amii	[stride: take ~]
(vai)	=a'amii	[walk (in steps)]
(pc)	=abak	[roof]
(vai)	=aabi	[look]
(vai)	=aabi	[see]
(vai)	=aapi	[laugh]
(vai)	=abi	[sit]
(vii)	=apide	[tied to _]
	=apidoon	[tie ST __]
(pc)	=aabiig	[row]
(pc)	=aabiig	[string]
(pc)	=aabik	[dollar][for C]
(pc)	=aabik	[metal][for C]
(pc)	=aabik	[mineral][for C]
(vii)	=aabikad	[metal][for C]
(vii)	=aabikad	[mineral][for C]
(vta)	=aabiigin	[cord-like]
(vti)	=aabiiginan	[cord-like]
(vai)	=aabiigizi	[cord-like]
(vai)	=aabikizi	[metal][for C]
(vai)	=aabikizi	[mineral][for C]
(vai)	=aabigonii	[bud: have ~s][for C]
(vta)	=apizh	[tie SO __]
(vta)	=abim	[sit]
(vai)	=aapine	[sickness]
(vai)	=apizo	[tied to _]
(vii)	=aaboode	[float]
(vai)	=aabogo	[drift (unintentional)][for C]
(vai)	=aabogo	[float (unintentional)][for C]
	=aaboo+n	[juice][for C]
	=aaboo+n	[liquid][for C]
	=aaboo+n	[soup type]
(vai)	=aaboono	[drift (intentional)][for C]
(vai)	=aaboono	[float (intentional)][for C]
(vai)	=aaboono	[float by boat][for C]
(vai)(SE)	=aabono	[drift (intentional)][for C]
(vai)(SE)	=aabono	[float (intentional)][for C]
(vai)(SE)	=aabono	[float by boat][for C]
(vai)	=aaboozo	[float]
(vai)	=aadagaa	[swim][for C]
(vai)	=aadagaa	[wade][for C]
(vai)(NE/NW)	=aadage	[swim][for C]
(vai)(NE/NW)	=aadage	[wade][for C]
	=atay+ag	skin condition
(vii)	=aate	[heat: be __ by the ~]
(vii)	=aate	[sun: be __ by the ~]
(vai)	=ademo	[cry]
	=aatig+oog	[tree/branch]
	=aatig+oon	[wood/wooden/stick]
(pc)	=adin	hill
(pc)	=adin	slope
(vii)	=aatin	drift
(vii)	=aatin	float
(vii)	=adin	[ice]
(vii)	=adinaa	[hill]
	=adinaa+n	[hill]
(vii)	=adin+oon	[frozen]
(vai)	=aadizi	[live]
(vai)	=aji	[frozen]
(vta)	=aajim	[narrate SO]
(vta)	=aajim	[recount SO]
(vta)	=aajim	[tell of SO]
(vai)	=aajimo	[narrate]
(vai)	=aajimo	[recount]
(vai)	=aajimo	[tell]
(vti)	=aajindan	[narrate ST]
(vti)	=aajindan	[recount ST]
(vti)	=aajindan	[tell of ST]
(pc)	=ajiw	[hill]
(pc)	=ajiw	[mountain]
(vai)	=ajiwe	[hill: walk on ~]
(vai)	=ajiwe	[mountain: walk on ~]
(vai)	=ajiwe	[slope: walk on ~]
	='aa+g	[thing]
(pc)	=agaam	[bank]
(pc)	=agaam	[shore]
(vii)	=akamigad	[event: be __ ~][for C]
(vii)	=akamigad	[occurrance: be __ ~][for C]
(vai)	=akamigizi	[occurrance: be __ expiriential ~][for C]
(vii)	=aagamin	liquid: characteristics of ~
(vta)	=aganaam	[hit SO]
	=aagan+an	[normalizer]
(vti)	=aganaandan	[hit ST]
(vai)	=akawe	[track: move leaving ~s]
(pc)	=aki	[season]
(pc)	=aki	[year’s time]
(vai)(AL)	=akishin	walk leisurely
(vta)	=agim	[price SO]
(vta)	=agim	[value SO]
(vti)	=agindan	[price ST]
(vti)	=agindan	[value ST]
(vii)	=aginde	[price]
(vii)	=aginde	[value]
(pc)(SE)	=akiins	[acre]
(vai)	=aginzo	[price]
(vai)	=aginzo	[value]
(vii)	=akiiwan	[season: be a __ ~]
(vii)	=akiiwan	[year: be __ ~’s time]
(vta)	=aakiz	[burn SO]
(vta)	=aakiz	[flame SO]
(vta)	=aakiz	[light SO]
(vti)	=aakizan	[burn ST]
(vti)	=aakizan	[flame ST]
(vti)	=aakizan	[light ST]
(vai)(NW)	=aakizige	[drunk (intoxication)]
(vai)	=aakizige	[burn TH]
(vai)	=aakizige	[flame TH]
(vai)	=aakizige	[light TH]
(vii)	=aakwaa	[forest]
(vii)	=aakwaa	[woods]
(vai2)	=aakwa'am	[forest]
(vai2)	=aakwa'am	[woods]
(vii)	=aakwad	[wooden]
(vii)	=aakwadin+oon	[frozen stiff]
(vai)	=aakwaji	[frozen stiff]
(vai)	=akwajiwe	[travel on water]
	=aakwad+oon	[wood]
	=aak+wag	[branch/stick]
	=aak+wag	[wood]
(pc)	=aakwaam	[forest]
(pc)	=aakwaam	[woods]
	=aak+wan	[handle]
	=aak+wan	[pole/stick]
	=aak+wan	[solid]
(vai)	=akwane	[flame]
(vii)	=agoode	[hang __]
(vii)	=agoode	[suspend: be ~ed __]
(vii)(SE)	=aakodin+oon	[frozen stiff]
(vai)(SE)	=aakoji	[frozen stiff]
(vai)	=agoojin	[hang __]
(vai)	=agoojin	[suspend: be ~ed __]
(vii)	=aakweyaa	[forested]
(vii)	=aakweyaa	[wooded]
(SE/CS)	=aak+oog	[branch/stick]
(SE/CS)	=aak+oog	[wood]
(SE/CS)	=aak+oon	[handle]
(SE/CS)	=aak+oon	[pole/stick]
(SE/CS)	=aak+oon	[solid]
(vai)	=aagonagii	[walk on deep snow]
(vai)	=aagone	[walk on snow]
(vai)	=akone	[flame]
(vai)	=aakozi	[wooden]
	=aah+yag	[singular: =aah / plural: =aayag
	=aah+yan	[singular: =aah / plural: =aayan
(vai)	=aazhagaame	[shore: walk along the ~
(vai)	=aazhagaame	walk on shore
(vai)	=azhe	[skin: human ~]
(vai)	=azhe	skin condition
(vii)	=aashkaa	[waves]
(vai)	=aashi	[sail]
(vai)	=aashi	[wind: be agitated by the ~]
(vai)	=aashi	[wind: be blown by the ~]
(vai)	=amanji'o	[feeling]
(vai)	=amanji'o	[health]
	=ameg+wag	[fish][for C]
(pc)	=aamik	[waterbody bottom]
(vii)	=amon	[road][for C]
(vii)	=amon	[trail][for C]
(n3D)/(n0D)	=aan	[daughter][archaic]
(pc)	=aanag	[island]
(vai)	=aanagidoon	[speak: manner of ~ing]
	=aandag+oog	[evergreen bough]
(vii)	=aandamaa	[depth of water]
(vta)	=aandawa'	[carry SO to _]
(vta)	=aandawa'	[take SO to _]
(vti2)	=aandawatoon	[carry ST to _]
(vti2)	=aandawatoon	[take ST to _]
(vai)	=aandawe	[climb]
(vai)	=aandawe	[crawl]
(vii)	=aande	[color: be ~ed]
(vii)	=aande	[dye: be ~d]
(vai)	=aandwe	[climb]
(vai)	=aangizhe	[job]
(vai)	=aangizhe	[work]
	=aanh+yag	[singular: =aanh / plural: =aanyag
	=aanh+yan	[singular: =aanh / plural: =aanyan
(vai)	=aanzhe	[shine]
(vii)	=aanzhe	[shine]
	=aanow+ag	[tail-hair][for C]
	=aanow+an	[tail-hair][for C]
(vai)	=aanzo	[color: be ~ed]
(vai)	=aanzo	[dye: be ~d]
(vai)	=a'o	[boat: go by ~]
(vai)	=a'o	[canoe: go by ~]
(vai)	=aawaso	[child: attend to ~ren]
(vai)	=aawazo	[group: attend to ~]
